nominal;data;curs;cdx
1;29.03.2023;76,5939;Доллар США
1;28.03.2023;76,5662;Доллар США
1;25.03.2023;76,4479;Доллар США
1;24.03.2023;76,3072;Доллар США
1;23.03.2023;76,9561;Доллар США
1;22.03.2023;76,8373;Доллар США
1;21.03.2023;77,2422;Доллар США
1;18.03.2023;76,6044;Доллар США
1;17.03.2023;76,4095;Доллар США
1;16.03.2023;75,7457;Доллар США
1;15.03.2023;75,1927;Доллар США
1;14.03.2023;75,4609;Доллар США
1;11.03.2023;75,9406;Доллар США
1;10.03.2023;75,9028;Доллар США
1;08.03.2023;75,4577;Доллар США
1;07.03.2023;75,4728;Доллар США
1;04.03.2023;75,4592;Доллар США
1;03.03.2023;75,4729;Доллар США
1;02.03.2023;75,2513;Доллар США
1;01.03.2023;74,8932;Доллар США
1;28.02.2023;75,4323;Доллар США
1;23.02.2023;74,7087;Доллар США
1;22.02.2023;74,8596;Доллар США
1;21.02.2023;74,0432;Доллар США
1;18.02.2023;74,7588;Доллар США
1;17.02.2023;74,7638;Доллар США
1;16.02.2023;74,2077;Доллар США
1;15.02.2023;73,8645;Доллар США
1;14.02.2023;73,6307;Доллар США
1;11.02.2023;72,7923;Доллар США
1;10.02.2023;72,8949;Доллар США
1;09.02.2023;71,5763;Доллар США
1;08.02.2023;70,8924;Доллар США
1;07.02.2023;70,5991;Доллар США
1;04.02.2023;70,3847;Доллар США
1;03.02.2023;70,0414;Доллар США
1;02.02.2023;70,1217;Доллар США
1;01.02.2023;70,5174;Доллар США
1;31.01.2023;69,5927;Доллар США
1;28.01.2023;69,3372;Доллар США
1;27.01.2023;69,1263;Доллар США
1;26.01.2023;68,9573;Доллар США
1;25.01.2023;68,7529;Доллар США
1;24.01.2023;68,6288;Доллар США
1;21.01.2023;68,6656;Доллар США
1;20.01.2023;68,8467;Доллар США
1;19.01.2023;68,8728;Доллар США
1;18.01.2023;68,6644;Доллар США
1;17.01.2023;68,2892;Доллар США
1;14.01.2023;67,5744;Доллар США
1;13.01.2023;67,7775;Доллар США
1;12.01.2023;69,0202;Доллар США
1;11.01.2023;69,6094;Доллар США
1;10.01.2023;70,3002;Доллар США
1;31.12.2022;70,3375;Доллар США
1;30.12.2022;71,9778;Доллар США
1;29.12.2022;71,3261;Доллар США
1;28.12.2022;69,9346;Доллар США
1;27.12.2022;68,4487;Доллар США
1;24.12.2022;68,6760;Доллар США
1;23.12.2022;72,1306;Доллар США
1;22.12.2022;70,5256;Доллар США
1;21.12.2022;69,0037;Доллар США
1;20.12.2022;66,3474;Доллар США
1;17.12.2022;64,6078;Доллар США
1;16.12.2022;64,3015;Доллар США
1;15.12.2022;63,3590;Доллар США
1;14.12.2022;63,2120;Доллар США
1;13.12.2022;62,7674;Доллар США
1;10.12.2022;62,3813;Доллар США
1;09.12.2022;62,5722;Доллар США
1;08.12.2022;62,9372;Доллар США
1;07.12.2022;62,9103;Доллар США
1;06.12.2022;62,1849;Доллар США
1;03.12.2022;61,7749;Доллар США
1;02.12.2022;61,1479;Доллар США
1;01.12.2022;60,8803;Доллар США
1;30.11.2022;61,0742;Доллар США
1;29.11.2022;60,7520;Доллар США
1;26.11.2022;60,4797;Доллар США
1;25.11.2022;60,3866;Доллар США
1;24.11.2022;60,5043;Доллар США
1;23.11.2022;60,6566;Доллар США
1;22.11.2022;60,7379;Доллар США
1;19.11.2022;60,3741;Доллар США
1;18.11.2022;60,3894;Доллар США
1;17.11.2022;60,3484;Доллар США
1;16.11.2022;60,3116;Доллар США
1;15.11.2022;60,3982;Доллар США
1;12.11.2022;60,2179;Доллар США
1;11.11.2022;61,2434;Доллар США
1;10.11.2022;61,0611;Доллар США
1;09.11.2022;60,9774;Доллар США
1;08.11.2022;61,2367;Доллар США
1;04.11.2022;62,0955;Доллар США
1;03.11.2022;61,6175;Доллар США
1;02.11.2022;61,4275;Доллар США
1;01.11.2022;61,6229;Доллар США
1;29.10.2022;61,5343;Доллар США
1;28.10.2022;61,3589;Доллар США
1;27.10.2022;61,4277;Доллар США
1;26.10.2022;61,3326;Доллар США
1;25.10.2022;61,1629;Доллар США
1;22.10.2022;61,1958;Доллар США
1;21.10.2022;61,5018;Доллар США
1;20.10.2022;61,5905;Доллар США
1;19.10.2022;61,7032;Доллар США
1;18.10.2022;61,7634;Доллар США
1;15.10.2022;63,0558;Доллар США
1;14.10.2022;63,4917;Доллар США
1;13.10.2022;63,7559;Доллар США
1;12.10.2022;63,6840;Доллар США
1;11.10.2022;62,3126;Доллар США
1;08.10.2022;61,2475;Доллар США
1;07.10.2022;60,2534;Доллар США
1;06.10.2022;59,4043;Доллар США
1;05.10.2022;58,7913;Доллар США
1;04.10.2022;57,5664;Доллар США
1;01.10.2022;55,2987;Доллар США
1;30.09.2022;57,4130;Доллар США
1;29.09.2022;58,4485;Доллар США
1;28.09.2022;58,1756;Доллар США
1;27.09.2022;57,9990;Доллар США
1;24.09.2022;58,1006;Доллар США
1;23.09.2022;59,8318;Доллар США
1;22.09.2022;60,8685;Доллар США
1;21.09.2022;60,0158;Доллар США
1;20.09.2022;60,1662;Доллар США
1;17.09.2022;60,0316;Доллар США
1;16.09.2022;59,6663;Доллар США
1;15.09.2022;59,7751;Доллар США
1;14.09.2022;60,0676;Доллар США
1;13.09.2022;60,4568;Доллар США
1;10.09.2022;60,4696;Доллар США
1;09.09.2022;60,8010;Доллар США
1;08.09.2022;61,1814;Доллар США
1;07.09.2022;60,8544;Доллар США
1;06.09.2022;60,9033;Доллар США
1;03.09.2022;60,3713;Доллар США
1;02.09.2022;60,2370;Доллар США
1;01.09.2022;60,2386;Доллар США
1;31.08.2022;60,3677;Доллар США
1;30.08.2022;60,3636;Доллар США
1;27.08.2022;60,0924;Доллар США
1;26.08.2022;59,7699;Доллар США
1;25.08.2022;59,9974;Доллар США
1;24.08.2022;59,8963;Доллар США
1;23.08.2022;59,7419;Доллар США
1;20.08.2022;59,1321;Доллар США
1;19.08.2022;59,9570;Доллар США
1;18.08.2022;60,7552;Доллар США
1;17.08.2022;61,4247;Доллар США
1;16.08.2022;61,3747;Доллар США
1;13.08.2022;60,8993;Доллар США
1;12.08.2022;60,6229;Доллар США
1;11.08.2022;60,4542;Доллар США
1;10.08.2022;60,3814;Доллар США
1;09.08.2022;60,3164;Доллар США
1;06.08.2022;60,3696;Доллар США
1;05.08.2022;60,2580;Доллар США
1;04.08.2022;60,2374;Доллар США
1;03.08.2022;60,1595;Доллар США
1;02.08.2022;62,0506;Доллар США
1;30.07.2022;61,3101;Доллар США
1;29.07.2022;60,2031;Доллар США
1;28.07.2022;60,2198;Доллар США
1;27.07.2022;58,6605;Доллар США
1;26.07.2022;57,7821;Доллар США
1;23.07.2022;57,3917;Доллар США
1;22.07.2022;56,4783;Доллар США
1;21.07.2022;54,8491;Доллар США
1;20.07.2022;55,4370;Доллар США
1;19.07.2022;56,5616;Доллар США
1;16.07.2022;57,8323;Доллар США
1;15.07.2022;58,2568;Доллар США
1;14.07.2022;58,5322;Доллар США
1;13.07.2022;58,8541;Доллар США
1;12.07.2022;61,3045;Доллар США
1;09.07.2022;61,2664;Доллар США
1;08.07.2022;63,1427;Доллар США
1;07.07.2022;62,9110;Доллар США
1;06.07.2022;58,5118;Доллар США
1;05.07.2022;55,0858;Доллар США
1;02.07.2022;53,7676;Доллар США
1;01.07.2022;52,5123;Доллар США
1;30.06.2022;51,1580;Доллар США
1;29.06.2022;52,9699;Доллар США
1;28.06.2022;53,3641;Доллар США
1;25.06.2022;53,3234;Доллар США
1;24.06.2022;53,3578;Доллар США
1;23.06.2022;53,2788;Доллар США
1;22.06.2022;54,7081;Доллар США
1;21.06.2022;56,1727;Доллар США
1;18.06.2022;56,7101;Доллар США
1;17.06.2022;56,8691;Доллар США
1;16.06.2022;56,6624;Доллар США
1;15.06.2022;57,0926;Доллар США
1;11.06.2022;57,7780;Доллар США
1;10.06.2022;58,3895;Доллар США
1;09.06.2022;60,2282;Доллар США
1;08.06.2022;60,9565;Доллар США
1;07.06.2022;61,1094;Доллар США
1;04.06.2022;61,9659;Доллар США
1;03.06.2022;61,5750;Доллар США
1;02.06.2022;61,4733;Доллар США
1;01.06.2022;61,6069;Доллар США
1;31.05.2022;63,0975;Доллар США
1;28.05.2022;66,4029;Доллар США
1;27.05.2022;62,0495;Доллар США
1;26.05.2022;56,2996;Доллар США
1;25.05.2022;56,9690;Доллар США
1;24.05.2022;58,2087;Доллар США
1;21.05.2022;58,8862;Доллар США
1;20.05.2022;62,4031;Доллар США
1;19.05.2022;63,5643;Доллар США
1;18.05.2022;63,5428;Доллар США
1;17.05.2022;63,4445;Доллар США
1;14.05.2022;63,7799;Доллар США
1;13.05.2022;65,7916;Доллар США
1;12.05.2022;68,8389;Доллар США
1;07.05.2022;67,3843;Доллар США
1;06.05.2022;66,2378;Доллар США
1;05.05.2022;69,4160;Доллар США
1;30.04.2022;71,0237;Доллар США
1;29.04.2022;72,2953;Доллар США
1;28.04.2022;72,8764;Доллар США
1;27.04.2022;72,7089;Доллар США
1;26.04.2022;73,3611;Доллар США
1;23.04.2022;73,5050;Доллар США
1;22.04.2022;74,9990;Доллар США
1;21.04.2022;77,0809;Доллар США
1;20.04.2022;79,0287;Доллар США
1;19.04.2022;79,4529;Доллар США
1;16.04.2022;80,0437;Доллар США
1;15.04.2022;81,2880;Доллар США
1;14.04.2022;79,8471;Доллар США
1;13.04.2022;79,6274;Доллар США
1;12.04.2022;79,1596;Доллар США
1;09.04.2022;74,8501;Доллар США
1;08.04.2022;76,2547;Доллар США
1;07.04.2022;82,5962;Доллар США
1;06.04.2022;83,3520;Доллар США
1;05.04.2022;83,5932;Доллар США
1;02.04.2022;83,4285;Доллар США
1;01.04.2022;83,4097;Доллар США
1;31.03.2022;84,0851;Доллар США
1;30.03.2022;86,2843;Доллар США
1;29.03.2022;93,7125;Доллар США
1;26.03.2022;95,6618;Доллар США
1;25.03.2022;96,0458;Доллар США
1;24.03.2022;103,1618;Доллар США
1;23.03.2022;104,0741;Доллар США
1;22.03.2022;104,6819;Доллар США
1;19.03.2022;103,9524;Доллар США
1;18.03.2022;104,8012;Доллар США
1;17.03.2022;108,0521;Доллар США
1;16.03.2022;111,4823;Доллар США
1;15.03.2022;115,1963;Доллар США
1;12.03.2022;116,7517;Доллар США
1;11.03.2022;120,3785;Доллар США
1;10.03.2022;116,0847;Доллар США
1;06.03.2022;105,8124;Доллар США
1;05.03.2022;105,8124;Доллар США
1;04.03.2022;111,7564;Доллар США
1;03.03.2022;103,2487;Доллар США
1;02.03.2022;91,7457;Доллар США
1;01.03.2022;93,5589;Доллар США
1;26.02.2022;83,5485;Доллар США
1;25.02.2022;86,9288;Доллар США
1;23.02.2022;80,4194;Доллар США
1;22.02.2022;76,7671;Доллар США
1;19.02.2022;75,7619;Доллар США
1;18.02.2022;75,7527;Доллар США
1;17.02.2022;75,0141;Доллар США
1;16.02.2022;76,1660;Доллар США
1;15.02.2022;76,5762;Доллар США
1;12.02.2022;74,9867;Доллар США
1;11.02.2022;74,7241;Доллар США
1;10.02.2022;74,8015;Доллар США
1;09.02.2022;75,3042;Доллар США
1;08.02.2022;75,6806;Доллар США
1;05.02.2022;76,0509;Доллар США
1;04.02.2022;76,6501;Доллар США
1;03.02.2022;76,4849;Доллар США
1;02.02.2022;77,1302;Доллар США
1;01.02.2022;77,4702;Доллар США
1;29.01.2022;77,8174;Доллар США
1;28.01.2022;78,9470;Доллар США
1;27.01.2022;78,9437;Доллар США
1;26.01.2022;78,6422;Доллар США
1;25.01.2022;77,3649;Доллар США
1;22.01.2022;76,6903;Доллар США
1;21.01.2022;76,4408;Доллар США
1;20.01.2022;76,8697;Доллар США
1;19.01.2022;76,3347;Доллар США
1;18.01.2022;76,0404;Доллар США
1;15.01.2022;75,7668;Доллар США
1;14.01.2022;74,5686;Доллар США
1;13.01.2022;74,5277;Доллар США
1;12.01.2022;74,8355;Доллар США
1;11.01.2022;75,1315;Доллар США
1;31.12.2021;74,2926;Доллар США
1;30.12.2021;73,6514;Доллар США
1;29.12.2021;73,4959;Доллар США
1;28.12.2021;73,2329;Доллар США
1;25.12.2021;73,1886;Доллар США
1;24.12.2021;73,3583;Доллар США
1;23.12.2021;73,7901;Доллар США
1;22.12.2021;73,8206;Доллар США
1;21.12.2021;74,2947;Доллар США
1;18.12.2021;73,7330;Доллар США
1;17.12.2021;73,5708;Доллар США
1;16.12.2021;73,8510;Доллар США
1;15.12.2021;73,4698;Доллар США
1;14.12.2021;73,4107;Доллар США
1;11.12.2021;73,6059;Доллар США
1;10.12.2021;73,5998;Доллар США
1;09.12.2021;73,8453;Доллар США
1;08.12.2021;74,1399;Доллар США
1;07.12.2021;73,6694;Доллар США
1;04.12.2021;73,7426;Доллар США
1;03.12.2021;74,0637;Доллар США
1;02.12.2021;73,9746;Доллар США
1;01.12.2021;74,8926;Доллар США
1;30.11.2021;74,9818;Доллар США
1;27.11.2021;75,5873;Доллар США
1;26.11.2021;74,6004;Доллар США
1;25.11.2021;74,3726;Доллар США
1;24.11.2021;74,8327;Доллар США
1;23.11.2021;73,4506;Доллар США
1;20.11.2021;72,7617;Доллар США
1;19.11.2021;72,6022;Доллар США
1;18.11.2021;72,8228;Доллар США
1;17.11.2021;72,5553;Доллар США
1;16.11.2021;72,2724;Доллар США
1;13.11.2021;71,8118;Доллар США
1;12.11.2021;71,1964;Доллар США
1;11.11.2021;70,6950;Доллар США
1;10.11.2021;71,2866;Доллар США
1;09.11.2021;71,3975;Доллар США
1;04.11.2021;71,4876;Доллар США
1;03.11.2021;71,4783;Доллар США
1;02.11.2021;71,0863;Доллар США
1;30.10.2021;70,5200;Доллар США
1;29.10.2021;70,5207;Доллар США
1;28.10.2021;69,8104;Доллар США
1;27.10.2021;69,5526;Доллар США
1;26.10.2021;70,1345;Доллар США
1;23.10.2021;70,8623;Доллар США
1;22.10.2021;70,9904;Доллар США
1;21.10.2021;71,0555;Доллар США
1;20.10.2021;70,9674;Доллар США
1;19.10.2021;71,1714;Доллар США
1;16.10.2021;71,2371;Доллар США
1;15.10.2021;71,7846;Доллар США
1;14.10.2021;71,8577;Доллар США
1;13.10.2021;71,8801;Доллар США
1;12.10.2021;71,6373;Доллар США
1;09.10.2021;71,9882;Доллар США
1;08.10.2021;72,2854;Доллар США
1;07.10.2021;72,5682;Доллар США
1;06.10.2021;72,5686;Доллар США
1;05.10.2021;72,9239;Доллар США
1;02.10.2021;72,9215;Доллар США
1;01.10.2021;72,6642;Доллар США
1;30.09.2021;72,7608;Доллар США
1;29.09.2021;72,5083;Доллар США
1;28.09.2021;72,6613;Доллар США
1;25.09.2021;73,0081;Доллар США
1;24.09.2021;72,7245;Доллар США
1;23.09.2021;72,8806;Доллар США
1;22.09.2021;73,2067;Доллар США
1;21.09.2021;73,3315;Доллар США
1;18.09.2021;72,5602;Доллар США
1;17.09.2021;72,4329;Доллар США
1;16.09.2021;72,8520;Доллар США
1;15.09.2021;72,7171;Доллар США
1;14.09.2021;73,0841;Доллар США
1;11.09.2021;72,7600;Доллар США
1;10.09.2021;73,1290;Доллар США
1;09.09.2021;73,4421;Доллар США
1;08.09.2021;73,1909;Доллар США
1;07.09.2021;72,9538;Доллар США
1;04.09.2021;72,8545;Доллар США
1;03.09.2021;72,8491;Доллар США
1;02.09.2021;73,1912;Доллар США
1;01.09.2021;73,2781;Доллар США
1;31.08.2021;73,5744;Доллар США
1;28.08.2021;73,9866;Доллар США
1;27.08.2021;73,9908;Доллар США
1;26.08.2021;73,7428;Доллар США
1;25.08.2021;73,9465;Доллар США
1;24.08.2021;74,0666;Доллар США
1;21.08.2021;74,3640;Доллар США
1;20.08.2021;74,1503;Доллар США
1;19.08.2021;73,4633;Доллар США
1;18.08.2021;73,4753;Доллар США
1;17.08.2021;73,3920;Доллар США
1;14.08.2021;73,4721;Доллар США
1;13.08.2021;73,5671;Доллар США
1;12.08.2021;73,9695;Доллар США
1;11.08.2021;73,5962;Доллар США
1;10.08.2021;73,5078;Доллар США
1;07.08.2021;73,1304;Доллар США
1;06.08.2021;73,1680;Доллар США
1;05.08.2021;72,7857;Доллар США
1;04.08.2021;72,8724;Доллар США
1;03.08.2021;73,0156;Доллар США
1;31.07.2021;73,1388;Доллар США
1;30.07.2021;73,1904;Доллар США
1;29.07.2021;73,6088;Доллар США
1;28.07.2021;73,8471;Доллар США
1;27.07.2021;74,0980;Доллар США
1;24.07.2021;73,7663;Доллар США
1;23.07.2021;73,6945;Доллар США
1;22.07.2021;74,4947;Доллар США
1;21.07.2021;74,4910;Доллар США
1;20.07.2021;74,3463;Доллар США
1;17.07.2021;74,1656;Доллар США
1;16.07.2021;74,2197;Доллар США
1;15.07.2021;74,1236;Доллар США
1;14.07.2021;74,0589;Доллар США
1;13.07.2021;74,6336;Доллар США
1;10.07.2021;74,4675;Доллар США
1;09.07.2021;75,1952;Доллар США
1;08.07.2021;74,0580;Доллар США
1;07.07.2021;73,2660;Доллар США
1;06.07.2021;73,3540;Доллар США
1;03.07.2021;73,6175;Доллар США
1;02.07.2021;72,9086;Доллар США
1;01.07.2021;72,7234;Доллар США
1;30.06.2021;72,3723;Доллар США
1;29.06.2021;72,1777;Доллар США
1;26.06.2021;72,1694;Доллар США
1;25.06.2021;72,3260;Доллар США
1;24.06.2021;72,6671;Доллар США
1;23.06.2021;73,1661;Доллар США
1;22.06.2021;73,1987;Доллар США
1;19.06.2021;72,2216;Доллар США
1;18.06.2021;72,5048;Доллар США
1;17.06.2021;72,0323;Доллар США
1;16.06.2021;71,8318;Доллар США
1;12.06.2021;71,6797;Доллар США
1;11.06.2021;72,1974;Доллар США
1;10.06.2021;72,0829;Доллар США
1;09.06.2021;72,8256;Доллар США
1;08.06.2021;72,9294;Доллар США
1;05.06.2021;73,2721;Доллар США
1;04.06.2021;73,2636;Доллар США
1;03.06.2021;73,4979;Доллар США
1;02.06.2021;73,2411;Доллар США
1;01.06.2021;73,2965;Доллар США
1;29.05.2021;73,5870;Доллар США
1;28.05.2021;73,4580;Доллар США
1;27.05.2021;73,4737;Доллар США
1;26.05.2021;73,3963;Доллар США
1;25.05.2021;73,5266;Доллар США
1;22.05.2021;73,5803;Доллар США
1;21.05.2021;73,6007;Доллар США
1;20.05.2021;73,6778;Доллар США
1;19.05.2021;73,6992;Доллар США
1;18.05.2021;73,8537;Доллар США
1;15.05.2021;73,9968;Доллар США
1;14.05.2021;74,3566;Доллар США
1;13.05.2021;74,0400;Доллар США
1;12.05.2021;74,1567;Доллар США
1;08.05.2021;74,1373;Доллар США
1;07.05.2021;74,5770;Доллар США
1;06.05.2021;74,8617;Доллар США
1;05.05.2021;75,2567;Доллар США
1;01.05.2021;74,8451;Доллар США
1;30.04.2021;74,3823;Доллар США
1;29.04.2021;74,9390;Доллар США
1;28.04.2021;74,9578;Доллар США
1;27.04.2021;74,7680;Доллар США
1;24.04.2021;75,0893;Доллар США
1;23.04.2021;76,4217;Доллар США
1;22.04.2021;76,8198;Доллар США
1;21.04.2021;76,0155;Доллар США
1;20.04.2021;76,2491;Доллар США
1;17.04.2021;75,5535;Доллар США
1;16.04.2021;76,9808;Доллар США
1;15.04.2021;75,6826;Доллар США
1;14.04.2021;77,2535;Доллар США
1;13.04.2021;77,5104;Доллар США
1;10.04.2021;77,1657;Доллар США
1;09.04.2021;77,1011;Доллар США
1;08.04.2021;77,7730;Доллар США
1;07.04.2021;76,3802;Доллар США
1;06.04.2021;76,6052;Доллар США
1;03.04.2021;76,0734;Доллар США
1;02.04.2021;75,8073;Доллар США
1;01.04.2021;75,6373;Доллар США
1;31.03.2021;75,7023;Доллар США
1;30.03.2021;75,8287;Доллар США
1;27.03.2021;75,7576;Доллар США
1;26.03.2021;76,1741;Доллар США
1;25.03.2021;76,1535;Доллар США
1;24.03.2021;75,3585;Доллар США
1;23.03.2021;74,6085;Доллар США
1;20.03.2021;74,1390;Доллар США
1;19.03.2021;73,6582;Доллар США
1;18.03.2021;73,1019;Доллар США
1;17.03.2021;72,9619;Доллар США
1;16.03.2021;73,2317;Доллар США
1;13.03.2021;73,5081;Доллар США
1;12.03.2021;73,4996;Доллар США
1;11.03.2021;74,0393;Доллар США
1;10.03.2021;74,2640;Доллар США
1;06.03.2021;74,4275;Доллар США
1;05.03.2021;73,7864;Доллар США
1;04.03.2021;73,5187;Доллар США
1;03.03.2021;74,5755;Доллар США
1;02.03.2021;74,0448;Доллар США
1;27.02.2021;74,4373;Доллар США
1;26.02.2021;73,4747;Доллар США
1;25.02.2021;73,7532;Доллар США
1;21.02.2021;73,9833;Доллар США
1;20.02.2021;73,9717;Доллар США
1;19.02.2021;73,7755;Доллар США
1;18.02.2021;73,7669;Доллар США
1;17.02.2021;73,2895;Доллар США
1;16.02.2021;73,3092;Доллар США
1;13.02.2021;73,9378;Доллар США
1;12.02.2021;73,7579;Доллар США
1;11.02.2021;73,8526;Доллар США
1;10.02.2021;74,1192;Доллар США
1;09.02.2021;74,2602;Доллар США
1;06.02.2021;75,1107;Доллар США
1;05.02.2021;75,7293;Доллар США
1;04.02.2021;76,0801;Доллар США
1;03.02.2021;75,9051;Доллар США
1;02.02.2021;75,5053;Доллар США
1;30.01.2021;76,2527;Доллар США
1;29.01.2021;76,1854;Доллар США
1;28.01.2021;75,0400;Доллар США
1;27.01.2021;75,6354;Доллар США
1;26.01.2021;74,8569;Доллар США
1;23.01.2021;74,3615;Доллар США
1;22.01.2021;73,3694;Доллар США
1;21.01.2021;73,3550;Доллар США
1;20.01.2021;73,7243;Доллар США
1;19.01.2021;73,9735;Доллар США
1;16.01.2021;73,5453;Доллар США
1;15.01.2021;73,7961;Доллар США
1;14.01.2021;73,5264;Доллар США
1;13.01.2021;74,2663;Доллар США
1;12.01.2021;74,5157;Доллар США
1;01.01.2021;73,8757;Доллар США
1;31.12.2020;73,8757;Доллар США
1;30.12.2020;73,6567;Доллар США
1;29.12.2020;73,7175;Доллар США
1;26.12.2020;73,6921;Доллар США
1;25.12.2020;74,8392;Доллар США
1;24.12.2020;75,4571;Доллар США
1;23.12.2020;75,3498;Доллар США
1;22.12.2020;74,6721;Доллар США
1;19.12.2020;73,3155;Доллар США
1;18.12.2020;72,9781;Доллар США
1;17.12.2020;73,4201;Доллар США
1;16.12.2020;73,4453;Доллар США
1;15.12.2020;72,9272;Доллар США
1;12.12.2020;73,1195;Доллар США
1;11.12.2020;73,7124;Доллар США
1;10.12.2020;73,3057;Доллар США
1;09.12.2020;73,6618;Доллар США
1;08.12.2020;74,2506;Доллар США
1;05.12.2020;74,2529;Доллар США
1;04.12.2020;75,1996;Доллар США
1;03.12.2020;75,6151;Доллар США
1;02.12.2020;76,3203;Доллар США
1;01.12.2020;76,1999;Доллар США
1;28.11.2020;75,8599;Доллар США
1;27.11.2020;75,4518;Доллар США
1;26.11.2020;75,4727;Доллар США
1;25.11.2020;75,8146;Доллар США
1;24.11.2020;75,7600;Доллар США
1;21.11.2020;76,0120;Доллар США
1;20.11.2020;76,2627;Доллар США
1;19.11.2020;75,9268;Доллар США
1;18.11.2020;76,2530;Доллар США
1;17.11.2020;76,9197;Доллар США
1;14.11.2020;77,3262;Доллар США
1;13.11.2020;77,1148;Доллар США
1;12.11.2020;76,2075;Доллар США
1;11.11.2020;76,3978;Доллар США
1;10.11.2020;76,9515;Доллар США
1;07.11.2020;77,1875;Доллар США
1;06.11.2020;78,4559;Доллар США
1;04.11.2020;80,0006;Доллар США
1;03.11.2020;80,5749;Доллар США
1;31.10.2020;79,3323;Доллар США
1;30.10.2020;78,8699;Доллар США
1;29.10.2020;77,5520;Доллар США
1;28.10.2020;76,4556;Доллар США
1;27.10.2020;76,4443;Доллар США
1;24.10.2020;76,4667;Доллар США
1;23.10.2020;77,0809;Доллар США
1;22.10.2020;77,0322;Доллар США
1;21.10.2020;77,7780;Доллар США
1;20.10.2020;77,9241;Доллар США
1;17.10.2020;77,9644;Доллар США
1;16.10.2020;77,9461;Доллар США
1;15.10.2020;77,2759;Доллар США
1;14.10.2020;77,2855;Доллар США
1;13.10.2020;77,0239;Доллар США
1;10.10.2020;77,0284;Доллар США
1;09.10.2020;77,9157;Доллар США
1;08.10.2020;78,0921;Доллар США
1;07.10.2020;78,5119;Доллар США
1;06.10.2020;78,1281;Доллар США
1;03.10.2020;78,0915;Доллар США
1;02.10.2020;77,2774;Доллар США
1;01.10.2020;78,7847;Доллар США
1;30.09.2020;79,6845;Доллар США
1;29.09.2020;78,6713;Доллар США
1;26.09.2020;76,8195;Доллар США
1;25.09.2020;77,1780;Доллар США
1;24.09.2020;76,3545;Доллар США
1;23.09.2020;76,2711;Доллар США
1;22.09.2020;76,0381;Доллар США
1;19.09.2020;75,0319;Доллар США
1;18.09.2020;75,1941;Доллар США
1;17.09.2020;74,9278;Доллар США
1;16.09.2020;75,1884;Доллар США
1;15.09.2020;74,7148;Доллар США
1;12.09.2020;74,8896;Доллар США
1;11.09.2020;75,5274;Доллар США
1;10.09.2020;76,0713;Доллар США
1;09.09.2020;75,9645;Доллар США
1;08.09.2020;75,5910;Доллар США
1;05.09.2020;75,1823;Доллар США
1;04.09.2020;75,4680;Доллар США
1;03.09.2020;73,8588;Доллар США
1;02.09.2020;73,5849;Доллар США
1;01.09.2020;73,8039;Доллар США
1;29.08.2020;74,6382;Доллар США
1;28.08.2020;75,2354;Доллар США
1;27.08.2020;75,5379;Доллар США
1;26.08.2020;74,5126;Доллар США
1;25.08.2020;74,4184;Доллар США
1;22.08.2020;74,0999;Доллар США
1;21.08.2020;73,7711;Доллар США
1;20.08.2020;73,2392;Доллар США
1;19.08.2020;73,4321;Доллар США
1;18.08.2020;72,9676;Доллар США
1;15.08.2020;73,2157;Доллар США
1;14.08.2020;73,6067;Доллар США
1;13.08.2020;73,2351;Доллар США
1;12.08.2020;73,1522;Доллар США
1;11.08.2020;73,7750;Доллар США
1;08.08.2020;73,6376;Доллар США
1;07.08.2020;73,0397;Доллар США
1;06.08.2020;73,2806;Доллар США
1;05.08.2020;73,3806;Доллар США
1;04.08.2020;74,1586;Доллар США
1;01.08.2020;73,4261;Доллар США
1;31.07.2020;73,3633;Доллар США
1;30.07.2020;72,2348;Доллар США
1;29.07.2020;71,9196;Доллар США
1;28.07.2020;71,5850;Доллар США
1;25.07.2020;71,5974;Доллар США
1;24.07.2020;70,9630;Доллар США
1;23.07.2020;70,7881;Доллар США
1;22.07.2020;70,9668;Доллар США
1;21.07.2020;71,9628;Доллар США
1;18.07.2020;71,7139;Доллар США
1;17.07.2020;71,2310;Доллар США
1;16.07.2020;70,7998;Доллар США
1;15.07.2020;71,1275;Доллар США
1;14.07.2020;70,7479;Доллар США
1;11.07.2020;71,2298;Доллар США
1;10.07.2020;70,8800;Доллар США
1;09.07.2020;71,2379;Доллар США
1;08.07.2020;72,1719;Доллар США
1;07.07.2020;71,3409;Доллар США
1;04.07.2020;70,4999;Доллар США
1;03.07.2020;70,5198;Доллар США
1;02.07.2020;70,4413;Доллар США
1;01.07.2020;70,4413;Доллар США
1;30.06.2020;69,9513;Доллар США
1;27.06.2020;69,1284;Доллар США
1;26.06.2020;69,4660;Доллар США
1;25.06.2020;68,8376;Доллар США
1;24.06.2020;68,8376;Доллар США
1;23.06.2020;69,4835;Доллар США
1;20.06.2020;69,5725;Доллар США
1;19.06.2020;69,6180;Доллар США
1;18.06.2020;69,4822;Доллар США
1;17.06.2020;69,7524;Доллар США
1;16.06.2020;70,3950;Доллар США
1;12.06.2020;69,1219;Доллар США
1;11.06.2020;68,6183;Доллар США
1;10.06.2020;68,6745;Доллар США
1;09.06.2020;68,3123;Доллар США
1;06.06.2020;68,6319;Доллар США
1;05.06.2020;69,0151;Доллар США
1;04.06.2020;68,3413;Доллар США
1;03.06.2020;68,9831;Доллар США
